id,location,longtitude,latitude,route,area
2212402352365375,Диалектика,54.1926124176,37.614376545,улица Советская,Советский район
636345730,ЧУ_ПО_Юридический_полицейский_колледж,54.1866989,37.60989,проспект Ленина,Советский район
416538837,Тульский_музей_Изобразительных_Искусств,54.1778794669,37.5949180245,улица Ф. Энгельса,Советский район
646094478920622,Likerka_Loft,54.1754223172,37.5987902284,проспект Ленина,Центральный район
5777711,Mesto,54.1834772642,37.6061869666,проспект Ленина,Советский район
177763035982724,Wedding_Event_Bureau_by_Maria_Bruhanova,54.1818479,37.602435,улица Первомайская,Советский район
521165220,TOPGUN_Barbershop,54.175892468,37.599031982,проспект Ленина,Центральный район
593764736,Старая_Тульская_аптека,54.19009874,37.6142356667,проспект Ленина,Центральный район
468482096860901,HookahPlace_Tula,54.1822773,37.6058111,проспект Ленина,Центральный район
5820724,Мачо,54.1767895195,37.5945000594,улица Ф. Энгельса,Советский район
1031627056,Sk_Royal_Spa,54.1937872901,37.6139116067,улица Советская,Центральный район
503058465,Школа_71,54.2139433092,37.6284256205,улица Максимовского,Зареченский район
129072581120828,Слетай_ru_Tula_Likerka_Loft_,54.17542,37.59886,проспект Ленина,Центральный район
1020968193,Туристическое_агентство_Паспорт,54.1892,37.61105,улица Каминского,Советский район
3077518,Советский_Спорт,54.1837144725,37.60740422,улица Льва Толстого,Центральный район
301612880341209,Понеслось,54.1918,37.61559,проспект Ленина,Центральный район
789527924,Студия_флористического_дизайна_Цветочный_стиль,54.1739876534,37.5802027,улица Тульского Рабочего Полка,Советский район
737157460,Сакура_Тула,54.18368,37.60582,улица Льва Толстого,Советский район
1030532610,Дабл_би,54.18903311,37.61222013,проспект Ленина,Советский район
8128299,Ресторанный_Дом_Флер,54.1788508699,37.5983353958,улица Жаворонкова,Советский район
5777711,Mesto,54.1834772642,37.6061869666,проспект Ленина,Советский район
1031262407,Ликерка_Лофт,54.2,37.6166666667,улица Металлистов,Центральный район
6663554,Тульский_Государственный_Цирк,54.1890840512,37.6259511151,улица Староникитская,Центральный район
270041715,Музей_Усадьба_Ясная_Поляна,54.1931531,37.61372998,улица Советская,Советский район
342350319859471,Караоке_Лофт_Люди,54.17542,37.59886,проспект Ленина,Центральный район
500214723,Тульский_Родильный_дом,54.19479,37.61372,улица Революции,Центральный район
405831537,Родина,54.19104,37.61387,проспект Ленина,Советский район
522896528,Курковая,54.2153827273,37.6006854545,улица Курковая,Зареченский район
705949357,_ernovar_Тула,54.1761195225,37.5992763702,проспект Ленина,Центральный район
597216554,Дома_,54.19727493,37.60752081,улица Сойфера,Советский район
